Time,DG1,DG2,DG3
22/11/2022 10:50:00,0,0.205116557,0.144616823
22/11/2022 10:51:00,0,0.203888314,0.146371456
22/11/2022 10:52:00,0,0.205572762,0.126368644
22/11/2022 10:53:00,0,0.205221835,0.126473922
22/11/2022 10:54:00,0,0.204870909,0.139774037
22/11/2022 10:55:00,0,0.204204148,0.142581449
22/11/2022 10:56:00,0,0.204660353,0.129351519
22/11/2022 10:57:00,0,0.20357248,0.120122151
22/11/2022 10:58:00,0,0.204274333,0.11970104
22/11/2022 10:59:00,0,0.203502295,0.115981218
22/11/2022 11:00:00,0,0.204239241,0.116367238
22/11/2022 11:01:00,0,0.203888314,0.116963813
22/11/2022 11:02:00,0,0.204695445,0.115700477
22/11/2022 11:03:00,0,0.205783318,0.11759548
22/11/2022 11:04:00,0,0.205958781,0.131421986
22/11/2022 11:05:00,0,0.20462526,0.137984312
22/11/2022 11:06:00,0,0.204800723,0.137879034
22/11/2022 11:07:00,0,0.20462526,0.124438548
22/11/2022 11:08:00,0,0.204169056,0.116858535
22/11/2022 11:09:00,0,0.204379611,0.115384643
22/11/2022 11:10:00,0,0.204976187,0.11745511
22/11/2022 11:11:00,0,0.204414704,0.117560388
22/11/2022 11:12:00,0,0.203993592,0.118683353
22/11/2022 11:13:00,0,0.204765631,0.117911314
22/11/2022 11:14:00,0,0.20515165,0.115314458
22/11/2022 11:15:00,0,0.205397298,0.129562075
22/11/2022 11:16:00,0,0.204133963,0.138265053
22/11/2022 11:17:00,0,0.204695445,0.137352644
22/11/2022 11:18:00,0,0.20462526,0.121841691
22/11/2022 11:19:00,0,0.203888314,0.114507327
22/11/2022 11:20:00,0,0.204169056,0.114858253
22/11/2022 11:21:00,0,0.204695445,0.115805755
22/11/2022 11:22:00,0,0.204274333,0.115174087
22/11/2022 11:23:00,0,0.204519982,0.115454829
22/11/2022 11:24:00,0,0.204590167,0.115174087
22/11/2022 11:25:00,0,0.204344519,0.116437423
22/11/2022 11:26:00,0,0.204660353,0.130825411
22/11/2022 11:27:00,0,0.20357248,0.13001828
22/11/2022 11:28:00,0,0.204484889,0.13015865
22/11/2022 11:29:00,0,0.204484889,0.112542138
22/11/2022 11:30:00,0,0.204484889,0.132509858
22/11/2022 11:31:00,0,0.204484889,0.132509858
22/11/2022 11:32:00,0,0.204484889,0.132509858
22/11/2022 11:33:00,0,0.204484889,0.132509858
22/11/2022 11:34:00,0,0.204484889,0.132509858
22/11/2022 11:35:00,0,0.205397298,0.132509858
22/11/2022 11:36:00,0,0.205572762,0.132509858
22/11/2022 11:37:00,0,0.206099151,0.152477578
22/11/2022 11:38:00,0,0.205923688,0.15753092
22/11/2022 11:39:00,0,0.205397298,0.158127495
22/11/2022 11:40:00,0,0.205467484,0.140124964
22/11/2022 11:41:00,0,0.205467484,0.137668478
22/11/2022 11:42:00,0,0.20515165,0.142160338
22/11/2022 11:43:00,0,0.205256928,0.13980913
22/11/2022 11:44:00,0,0.205186742,0.137808849
22/11/2022 11:45:00,0,0.205081464,0.136861347
22/11/2022 11:46:00,0,0.205748225,0.137177181
22/11/2022 11:47:00,0,0.205958781,0.135668197
22/11/2022 11:48:00,0,0.205502576,0.154512951
22/11/2022 11:49:00,0,0.20515165,0.158267865
22/11/2022 11:50:00,0,0.205081464,0.156443047
22/11/2022 11:51:00,0,0.204765631,0.136229679
22/11/2022 11:52:00,0,0.205397298,0.134229398
22/11/2022 11:53:00,0,0.20515165,0.136089309
22/11/2022 11:54:00,0,0.204906001,0.133808286
22/11/2022 11:55:00,0,0.204765631,0.133527545
22/11/2022 11:56:00,0,0.205467484,0.133843379
22/11/2022 11:57:00,0,0.20567804,0.136545513
22/11/2022 11:58:00,0,0.206520263,0.134966344
22/11/2022 11:59:00,0,0.206309707,0.155635916
22/11/2022 12:00:00,0,0.205046372,0.155986843
22/11/2022 12:01:00,0,0.204835816,0.158513514
22/11/2022 12:02:00,0,0.20515165,0.134369769
22/11/2022 12:03:00,0,0.20529202,0.135598011
22/11/2022 12:04:00,0,0.205116557,0.136615698
22/11/2022 12:05:00,0,0.205116557,0.136720976
22/11/2022 12:06:00,0,0.204344519,0.137071903
22/11/2022 12:07:00,0,0.204028685,0.151775724
22/11/2022 12:08:00,0,0.20515165,0.129176056
22/11/2022 12:09:00,0,0.205537669,0.124894752
22/11/2022 12:10:00,0,0.20581841,0.163496671
22/11/2022 12:11:00,0,0.20515165,0.151144057
22/11/2022 12:12:00,0,0.204133963,0.153740913
22/11/2022 12:13:00,0,0.206274615,0.14272182
22/11/2022 12:14:00,0,0.203397017,0.147564606
22/11/2022 12:15:00,0.039759976,0.204169056,0.16282991
22/11/2022 12:16:00,0.056569357,0.206274615,0.127702164
22/11/2022 12:17:00,0.054849817,0.206274615,0.070641511
22/11/2022 12:18:00,0.027477547,0.205011279,0.106155276
22/11/2022 12:19:00,0.042391925,0.205397298,0.103909346
22/11/2022 12:20:00,0.048848973,0.205642947,0.09060923
22/11/2022 12:21:00,0.065482891,0.205748225,0.092539326
