Time,RPM,Speed
9:32:00,432.1940035,0.099460043
9:33:00,432.187037,0.050863931
9:34:00,364.7717996,0.423434125
9:35:00,432.2339286,0.447084233
9:36:00,432.195572,0.10237581
9:37:00,432.0426716,0.105615551
9:38:00,432.1515712,0.190172786
9:39:00,431.5220459,0.114038877
9:40:00,431.9425926,0.351511879
9:41:00,432.0504673,0.172354212
9:42:00,432.2438563,0.316846652
9:43:00,361.9435626,0.38812095
9:44:00,432.1182994,0.27699784
9:45:00,432.0313653,0.346328294
9:46:00,432.0659537,0.577321814
9:47:00,432.1688312,0.174298056
9:48:00,432.0537037,0.230993521
9:49:00,431.877551,0.160043197
9:50:00,432.0830389,0.096544276
9:51:00,431.9722222,0.217062635
9:52:00,432.0337711,0.388768898
9:53:00,432.0330275,0.195356371
9:54:00,432.0656028,0.059935205
9:55:00,432,0.184341253
9:56:00,432.00369,0.191792657
9:57:00,432.2643885,0.137688985
9:58:00,432.0791897,0.242656587
9:59:00,432.0462963,0.386825054
10:00:00,431.2862454,0.255939525
10:01:00,432.1954225,0.146760259
10:02:00,432.1478743,0.267602592
10:03:00,432.0828625,0.355399568
10:04:00,432.0914077,0.172354212
10:05:00,432.0805009,0.339200864
10:06:00,432.1404806,0.186285097
10:07:00,432.0240741,0.243952484
10:08:00,432.109319,0.098812095
10:09:00,431.9723247,0.355723542
10:10:00,432.2181146,0.311339093
10:11:00,432.0516605,0.486285097
10:12:00,432.1393298,0.373542117
10:13:00,431.8947368,0.179157667
10:14:00,432.1037037,0.491792657
10:15:00,432.0591497,0.28412527
10:16:00,432.1086142,0.172030238
10:17:00,431.9883268,0.195032397
10:18:00,432.0077821,0.238444924
10:19:00,431.9904762,0.355399568
10:20:00,432.0898662,0.248812095
10:21:00,432.1634241,0.171382289
10:22:00,431.994152,0.124406048
10:23:00,432.1605166,0.260151188
10:24:00,431.9207921,0.227707498
10:25:00,432.0389864,
10:26:00,432.0682261,
10:27:00,432.1660517,
10:28:00,432.1728155,
10:29:00,432.1111111,
10:30:00,432.2268245,
10:31:00,432.2310536,
10:32:00,432.2495127,0.277165413
10:33:00,432.0233918,0.176889849
10:34:00,364.53125,0.146436285
10:35:00,432.2747664,0.426349892
10:36:00,432.0896686,0.404967603
10:37:00,432.0311891,0.26663067
10:38:00,432.0910853,0.388444924
10:39:00,432.0298507,0.282181425
10:40:00,431.9083821,0.273434125
10:41:00,431.9980276,0.265982721
10:42:00,417.3977273,0.429913607
10:43:00,374.8352273,0.352807775
10:44:00,431.9984405,0.381965443
10:45:00,432.0802348,0.296112311
10:46:00,432.1412639,0.42537797
10:47:00,431.9704724,0.245896328
10:48:00,432.1374408,0.374838013
10:49:00,432,0.366090713
10:50:00,432.115,0.339524838
10:51:00,432.0733333,0.116954644
10:52:00,431.819398,0.42537797
10:53:00,431.7403035,0.266954644
10:54:00,431.8597663,0.343736501
10:55:00,431.765,0.505075594
10:56:00,431.7842809,0.350539957
10:57:00,431.8735245,0.376781857
10:58:00,431.935,0.148704104
10:59:00,431.9131886,0.268898488
11:00:00,431.9214047,0.452915767
11:01:00,431.855,0.235853132
11:02:00,431.8837607,0.163930886
11:03:00,431.8528428,0.453887689
11:04:00,431.9482471,0.718898488
11:05:00,431.9333333,0.403347732
11:06:00,431.9046823,0.454859611
11:07:00,431.9139966,0.309395248
11:08:00,431.8516667,0.251727862
11:09:00,431.8483333,0.339200864
11:10:00,431.9765886,0.295464363
11:11:00,431.8414023,0.196328294
11:12:00,431.7588533,0.347300216
11:13:00,431.7675585,0.373218143
11:14:00,431.9,0.453239741
11:15:00,431.7966667,0.548488121
11:16:00,431.7842809,0.404319654
11:17:00,431.7635135,0.180777538
11:18:00,431.8083333,0.159071274
11:19:00,431.865,0.334341253
11:20:00,431.8294314,0.303887689
11:21:00,431.885,0.435097192
11:22:00,431.8347386,0.267602592
11:23:00,431.7491639,0.476241901
11:24:00,431.785,0.378077754
11:25:00,431.0784641,0.369330454
11:26:00,431.7956081,0.589308855
11:27:00,431.7813022,0.460043197
11:28:00,431.715,0.164578834
11:29:00,431.67,0.355075594
11:30:00,431.867893,0.363174946
11:31:00,431.7453626,0.327537797
11:32:00,431.8233333,0.388444924
11:33:00,431.680067,0.378401728
11:34:00,364.8833333,0.643088553
11:35:00,431.7266667,0.31425486
11:36:00,431.7779661,0.309071274
11:37:00,431.7705193,0.4412527
11:38:00,431.725,0.548488121
11:39:00,431.7666667,0.277969762
11:40:00,431.7085427,0.369006479
11:41:00,431.7268128,0.376457883
11:42:00,364.8116667,0.241684665
11:43:00,431.7140468,0.194384449
11:44:00,431.7045075,0.222894168
11:45:00,431.7116667,0.583801296
11:46:00,431.7360406,0.394600432
11:47:00,431.7083333,0.225485961
11:48:00,431.6861436,0.313282937
11:49:00,431.9166667,0.863390929
11:50:00,426.9949833,0.439308855
11:51:00,353.9123103,0.316522678
11:52:00,418.8764608,0.229049676
11:53:00,417.9765886,0.345356371
11:54:00,418.4583333,0.55237581
11:55:00,424.4416667,0.597084233
11:56:00,440.4610169,0.491792657
11:57:00,440.725,0.295140389
11:58:00,440.6433333,0.25075594
11:59:00,440.5609349,0.433477322
12:00:00,440.534687,0.490820734
12:01:00,440.7133333,0.297084233
12:02:00,440.5912898,0.359935205
12:03:00,440.5652174,0.770734341
12:04:00,440.6026711,0.488552916
12:05:00,440.608769,0.248164147
12:06:00,440.7169179,0.344384449
12:07:00,429.395,0.356695464
12:08:00,418.18,0.707559395
12:09:00,418.92,0.369978402
12:10:00,418.9103215,0.620410367
12:11:00,418.8881469,0.610367171
12:12:00,418.8883333,0.574406048
12:13:00,418.9028476,0.974190065
12:14:00,418.8833333,0.739632829
12:15:00,418.8819562,0.357019438
12:16:00,359.2194305,0.609395248
12:17:00,415.395,0.581857451
12:18:00,419.2621035,0.261771058
12:19:00,420.72,0.456155508
12:20:00,418.8595601,0.410799136
12:21:00,418.8580968,0.60161987
12:22:00,418.8533333,0.473974082
12:23:00,418.8444816,0.327213823
12:24:00,417.3956594,0.314902808
12:25:00,358.2516892,0.36349892
12:26:00,418.9782609,0.494060475
12:27:00,419.0350584,0.494708423
12:28:00,415.6783333,0.367386609
12:29:00,509.9766277,0.372894168
12:30:00,539.7326565,0.228725702
12:31:00,518.9033333,0.464902808
12:32:00,420.769616,0.828401728
12:33:00,417.4866221,2.538336933
12:34:00,568.4408784,5.130453564
12:35:00,752.1502504,5.178401728
12:36:00,779.9,6.319438445
12:37:00,779.8277592,8.262311015
12:38:00,779.706177,9.333045356
12:39:00,780.0016863,10.23174946
12:40:00,779.8710218,10.96425486
12:41:00,779.6416667,11.33131749
